TRLN,RATE,NBPS,REPL,GTEE,KEEP,MTHD,STEE
500K,1e-06,100,17,"[90,100]",750,mpest,1.0
500K,1e-06,100,17,"[90,100]",750,caml,0.478261
500K,1e-06,100,17,"[90,100]",750,svdquartets,0.478261
500K,1e-06,100,17,"[90,100]",500,astral,1.0
500K,1e-06,100,17,"[90,100]",500,astrid,1.0
500K,1e-06,100,17,"[90,100]",500,mpest,1.0
500K,1e-06,100,17,"[90,100]",500,caml,0.478261
500K,1e-06,100,17,"[90,100]",500,svdquartets,0.434783
500K,1e-06,100,17,"[90,100]",250,astral,1.0
500K,1e-06,100,17,"[90,100]",250,astrid,1.0
500K,1e-06,100,17,"[90,100]",250,mpest,1.0
500K,1e-06,100,17,"[90,100]",250,caml,0.478261
500K,1e-06,100,17,"[90,100]",250,svdquartets,0.73913
500K,1e-06,100,17,"[90,100]",100,astral,0.956522
500K,1e-06,100,17,"[90,100]",100,astrid,0.782609
500K,1e-06,100,17,"[90,100]",100,mpest,0.956522
500K,1e-06,100,17,"[90,100]",100,caml,0.565217
500K,1e-06,100,17,"[90,100]",100,svdquartets,0.695652
500K,1e-06,100,17,"[90,100]",50,astral,0.695652
500K,1e-06,100,17,"[90,100]",50,astrid,0.73913
500K,1e-06,100,17,"[90,100]",50,mpest,0.826087
500K,1e-06,100,17,"[90,100]",50,caml,0.652174
500K,1e-06,100,17,"[90,100]",50,svdquartets,0.695652
500K,1e-06,100,18,"[50,80)",1000,astral,0.130435
500K,1e-06,100,18,"[50,80)",1000,astrid,0.217391
500K,1e-06,100,18,"[50,80)",1000,mpest,0.043478
500K,1e-06,100,18,"[50,80)",1000,caml,0.173913
500K,1e-06,100,18,"[50,80)",1000,svdquartets,0.173913
500K,1e-06,100,18,"[50,80)",750,astral,0.130435
500K,1e-06,100,18,"[50,80)",750,astrid,0.173913
500K,1e-06,100,18,"[50,80)",750,mpest,0.26087
500K,1e-06,100,18,"[50,80)",750,caml,0.173913
500K,1e-06,100,18,"[50,80)",750,svdquartets,0.217391
500K,1e-06,100,18,"[50,80)",500,astral,0.173913
500K,1e-06,100,18,"[50,80)",500,astrid,0.173913
500K,1e-06,100,18,"[50,80)",500,mpest,0.217391
500K,1e-06,100,18,"[50,80)",500,caml,0.26087
500K,1e-06,100,18,"[50,80)",500,svdquartets,0.26087
500K,1e-06,100,18,"[50,80)",250,astral,0.26087
500K,1e-06,100,18,"[50,80)",250,astrid,0.217391
500K,1e-06,100,18,"[50,80)",250,mpest,0.26087
500K,1e-06,100,18,"[50,80)",250,caml,0.347826
500K,1e-06,100,18,"[50,80)",250,svdquartets,0.304348
500K,1e-06,100,18,"[50,80)",100,astral,0.391304
500K,1e-06,100,18,"[50,80)",100,astrid,0.347826
500K,1e-06,100,18,"[50,80)",100,mpest,0.391304
500K,1e-06,100,18,"[50,80)",100,caml,0.434783
500K,1e-06,100,18,"[50,80)",100,svdquartets,0.391304
500K,1e-06,100,18,"[50,80)",50,astral,0.347826
500K,1e-06,100,18,"[50,80)",50,astrid,0.391304
500K,1e-06,100,18,"[50,80)",50,mpest,0.347826
500K,1e-06,100,18,"[50,80)",50,caml,0.521739
500K,1e-06,100,18,"[50,80)",50,svdquartets,0.391304
500K,1e-06,100,19,"[50,80)",1000,astral,0.26087
500K,1e-06,100,19,"[50,80)",1000,astrid,0.217391
500K,1e-06,100,19,"[50,80)",1000,mpest,0.26087
500K,1e-06,100,19,"[50,80)",1000,caml,0.173913
500K,1e-06,100,19,"[50,80)",1000,svdquartets,0.391304
500K,1e-06,100,19,"[50,80)",750,astral,0.26087
500K,1e-06,100,19,"[50,80)",750,astrid,0.217391
500K,1e-06,100,19,"[50,80)",750,mpest,0.26087
500K,1e-06,100,19,"[50,80)",750,caml,0.217391
500K,1e-06,100,19,"[50,80)",750,svdquartets,0.304348
500K,1e-06,100,19,"[50,80)",500,astral,0.26087
500K,1e-06,100,19,"[50,80)",500,astrid,0.217391
500K,1e-06,100,19,"[50,80)",500,mpest,0.26087
500K,1e-06,100,19,"[50,80)",500,caml,0.173913
500K,1e-06,100,19,"[50,80)",500,svdquartets,0.391304
500K,1e-06,100,19,"[50,80)",250,astral,0.26087
500K,1e-06,100,19,"[50,80)",250,astrid,0.217391
500K,1e-06,100,19,"[50,80)",250,mpest,0.26087
500K,1e-06,100,19,"[50,80)",250,caml,0.26087
500K,1e-06,100,19,"[50,80)",250,svdquartets,0.391304
500K,1e-06,100,19,"[50,80)",100,astral,0.304348
500K,1e-06,100,19,"[50,80)",100,astrid,0.391304
500K,1e-06,100,19,"[50,80)",100,mpest,0.434783
500K,1e-06,100,19,"[50,80)",100,caml,0.347826
500K,1e-06,100,19,"[50,80)",100,svdquartets,0.434783
500K,1e-06,100,19,"[50,80)",50,astral,0.478261
500K,1e-06,100,19,"[50,80)",50,astrid,0.521739
500K,1e-06,100,19,"[50,80)",50,mpest,0.565217
500K,1e-06,100,19,"[50,80)",50,caml,0.608696
500K,1e-06,100,19,"[50,80)",50,svdquartets,0.652174
500K,1e-06,100,20,"[80,85)",1000,astral,0.391304
500K,1e-06,100,20,"[80,85)",1000,astrid,0.347826
500K,1e-06,100,20,"[80,85)",1000,mpest,0.173913
500K,1e-06,100,20,"[80,85)",1000,caml,0.347826
500K,1e-06,100,20,"[80,85)",1000,svdquartets,0.304348
500K,1e-06,100,20,"[80,85)",750,astral,0.217391
500K,1e-06,100,20,"[80,85)",750,astrid,0.217391
500K,1e-06,100,20,"[80,85)",750,mpest,0.26087
500K,1e-06,100,20,"[80,85)",750,caml,0.304348
500K,1e-06,100,20,"[80,85)",750,svdquartets,0.26087
500K,1e-06,100,20,"[80,85)",500,astral,0.26087
500K,1e-06,100,20,"[80,85)",500,astrid,0.26087
500K,1e-06,100,20,"[80,85)",500,mpest,0.217391
500K,1e-06,100,20,"[80,85)",500,caml,0.347826
500K,1e-06,100,20,"[80,85)",500,svdquartets,0.304348
500K,1e-06,100,20,"[80,85)",250,astral,0.347826
500K,1e-06,100,20,"[80,85)",250,astrid,0.391304
500K,1e-06,100,20,"[80,85)",250,mpest,0.347826
500K,1e-06,100,20,"[80,85)",250,caml,0.347826
500K,1e-06,100,20,"[80,85)",250,svdquartets,0.304348
500K,1e-06,100,20,"[80,85)",100,astral,0.391304
500K,1e-06,100,20,"[80,85)",100,astrid,0.391304
500K,1e-06,100,20,"[80,85)",100,mpest,0.391304
500K,1e-06,100,20,"[80,85)",100,caml,0.521739
500K,1e-06,100,20,"[80,85)",100,svdquartets,0.347826
500K,1e-06,100,20,"[80,85)",50,astral,0.391304
500K,1e-06,100,20,"[80,85)",50,astrid,0.434783
500K,1e-06,100,20,"[80,85)",50,mpest,0.478261
500K,1e-06,100,20,"[80,85)",50,caml,0.478261
500K,1e-06,100,20,"[80,85)",50,svdquartets,0.434783
500K,1e-07,100,1,"[50,80)",1000,astral,0.26087
500K,1e-07,100,1,"[50,80)",1000,astrid,0.304348
500K,1e-07,100,1,"[50,80)",1000,mpest,0.304348
500K,1e-07,100,1,"[50,80)",1000,caml,0.304348
500K,1e-07,100,1,"[50,80)",1000,svdquartets,0.304348
500K,1e-07,100,1,"[50,80)",750,astral,0.347826
500K,1e-07,100,1,"[50,80)",750,astrid,0.347826
500K,1e-07,100,1,"[50,80)",750,mpest,0.26087
500K,1e-07,100,1,"[50,80)",750,caml,0.347826
500K,1e-07,100,1,"[50,80)",750,svdquartets,0.347826
500K,1e-07,100,1,"[50,80)",500,astral,0.347826
500K,1e-07,100,1,"[50,80)",500,astrid,0.26087
500K,1e-07,100,1,"[50,80)",500,mpest,0.347826
500K,1e-07,100,1,"[50,80)",500,caml,0.391304
500K,1e-07,100,1,"[50,80)",500,svdquartets,0.217391
500K,1e-07,100,1,"[50,80)",250,astral,0.347826
500K,1e-07,100,1,"[50,80)",250,astrid,0.304348
500K,1e-07,100,1,"[50,80)",250,mpest,0.434783
500K,1e-07,100,1,"[50,80)",250,caml,0.434783
500K,1e-07,100,1,"[50,80)",250,svdquartets,0.26087
500K,1e-07,100,1,"[50,80)",100,astral,0.347826
500K,1e-07,100,1,"[50,80)",100,astrid,0.434783
500K,1e-07,100,1,"[50,80)",100,mpest,0.478261
500K,1e-07,100,1,"[50,80)",100,caml,0.434783
500K,1e-07,100,1,"[50,80)",100,svdquartets,0.434783
500K,1e-07,100,1,"[50,80)",50,astral,0.521739
500K,1e-07,100,1,"[50,80)",50,astrid,0.434783
500K,1e-07,100,1,"[50,80)",50,mpest,0.565217
500K,1e-07,100,1,"[50,80)",50,caml,0.478261
500K,1e-07,100,1,"[50,80)",50,svdquartets,0.434783
500K,1e-07,100,2,"[50,80)",1000,astral,0.086957
500K,1e-07,100,2,"[50,80)",1000,astrid,0.086957
500K,1e-07,100,2,"[50,80)",1000,mpest,0.043478
500K,1e-07,100,2,"[50,80)",1000,caml,0.130435
500K,1e-07,100,2,"[50,80)",1000,svdquartets,0.173913
500K,1e-07,100,2,"[50,80)",750,astral,0.086957
500K,1e-07,100,2,"[50,80)",750,astrid,0.043478
500K,1e-07,100,2,"[50,80)",750,mpest,0.086957
500K,1e-07,100,2,"[50,80)",750,caml,0.130435
500K,1e-07,100,2,"[50,80)",750,svdquartets,0.130435
500K,1e-07,100,2,"[50,80)",500,astral,0.086957
500K,1e-07,100,2,"[50,80)",500,astrid,0.086957
500K,1e-07,100,2,"[50,80)",500,mpest,0.086957
500K,1e-07,100,2,"[50,80)",500,caml,0.173913
500K,1e-07,100,2,"[50,80)",500,svdquartets,0.130435
500K,1e-07,100,2,"[50,80)",250,astral,0.130435
500K,1e-07,100,2,"[50,80)",250,astrid,0.086957
500K,1e-07,100,2,"[50,80)",250,mpest,0.173913
500K,1e-07,100,2,"[50,80)",250,caml,0.26087
500K,1e-07,100,2,"[50,80)",250,svdquartets,0.217391
500K,1e-07,100,2,"[50,80)",100,astral,0.130435
500K,1e-07,100,2,"[50,80)",100,astrid,0.217391
500K,1e-07,100,2,"[50,80)",100,mpest,0.173913
500K,1e-07,100,2,"[50,80)",100,caml,0.26087
500K,1e-07,100,2,"[50,80)",100,svdquartets,0.173913
500K,1e-07,100,2,"[50,80)",50,astral,0.217391
500K,1e-07,100,2,"[50,80)",50,astrid,0.26087
500K,1e-07,100,2,"[50,80)",50,mpest,0.304348
500K,1e-07,100,2,"[50,80)",50,caml,0.304348
500K,1e-07,100,2,"[50,80)",50,svdquartets,0.304348
500K,1e-07,100,3,"[80,85)",1000,astral,0.434783
500K,1e-07,100,3,"[80,85)",1000,astrid,0.434783
500K,1e-07,100,3,"[80,85)",1000,mpest,0.391304
500K,1e-07,100,3,"[80,85)",1000,caml,0.347826
500K,1e-07,100,3,"[80,85)",1000,svdquartets,0.217391
500K,1e-07,100,3,"[80,85)",750,astral,0.304348
500K,1e-07,100,3,"[80,85)",750,astrid,0.26087
500K,1e-07,100,3,"[80,85)",750,mpest,0.217391
500K,1e-07,100,3,"[80,85)",750,caml,0.347826
500K,1e-07,100,3,"[80,85)",750,svdquartets,0.347826
500K,1e-07,100,3,"[80,85)",500,astral,0.304348
500K,1e-07,100,3,"[80,85)",500,astrid,0.26087
500K,1e-07,100,3,"[80,85)",500,mpest,0.173913
500K,1e-07,100,3,"[80,85)",500,caml,0.391304
500K,1e-07,100,3,"[80,85)",500,svdquartets,0.391304
500K,1e-07,100,3,"[80,85)",250,astral,0.26087
500K,1e-07,100,3,"[80,85)",250,astrid,0.26087
500K,1e-07,100,3,"[80,85)",250,mpest,0.26087
500K,1e-07,100,3,"[80,85)",250,caml,0.391304
500K,1e-07,100,3,"[80,85)",250,svdquartets,0.478261
500K,1e-07,100,3,"[80,85)",100,astral,0.391304
500K,1e-07,100,3,"[80,85)",100,astrid,0.347826
500K,1e-07,100,3,"[80,85)",100,mpest,0.26087
500K,1e-07,100,3,"[80,85)",100,caml,0.521739
500K,1e-07,100,3,"[80,85)",100,svdquartets,0.478261
500K,1e-07,100,3,"[80,85)",50,astral,0.434783
500K,1e-07,100,3,"[80,85)",50,astrid,0.521739
500K,1e-07,100,3,"[80,85)",50,mpest,0.434783
500K,1e-07,100,3,"[80,85)",50,caml,0.434783
500K,1e-07,100,3,"[80,85)",50,svdquartets,0.434783
500K,1e-07,100,4,"[90,100]",1000,astral,0.869565
500K,1e-07,100,4,"[90,100]",1000,astrid,0.826087
500K,1e-07,100,4,"[90,100]",1000,mpest,0.826087
500K,1e-07,100,4,"[90,100]",1000,caml,0.304348
500K,1e-07,100,4,"[90,100]",1000,svdquartets,0.26087
500K,1e-07,100,4,"[90,100]",750,astral,0.608696
500K,1e-07,100,4,"[90,100]",750,astrid,0.565217
500K,1e-07,100,4,"[90,100]",750,mpest,0.608696
500K,1e-07,100,4,"[90,100]",750,caml,0.304348
500K,1e-07,100,4,"[90,100]",750,svdquartets,0.26087
500K,1e-07,100,4,"[90,100]",500,astral,0.391304
500K,1e-07,100,4,"[90,100]",500,astrid,0.26087
500K,1e-07,100,4,"[90,100]",500,mpest,0.347826
500K,1e-07,100,4,"[90,100]",500,caml,0.26087
500K,1e-07,100,4,"[90,100]",500,svdquartets,0.26087
500K,1e-07,100,4,"[90,100]",250,astral,0.391304
500K,1e-07,100,4,"[90,100]",250,astrid,0.434783
500K,1e-07,100,4,"[90,100]",250,mpest,0.304348
500K,1e-07,100,4,"[90,100]",250,caml,0.304348
500K,1e-07,100,4,"[90,100]",250,svdquartets,0.304348
500K,1e-07,100,4,"[90,100]",100,astral,0.478261
500K,1e-07,100,4,"[90,100]",100,astrid,0.521739
500K,1e-07,100,4,"[90,100]",100,mpest,0.652174
500K,1e-07,100,4,"[90,100]",100,caml,0.434783
500K,1e-07,100,4,"[90,100]",100,svdquartets,0.478261
500K,1e-07,100,4,"[90,100]",50,astral,0.521739
500K,1e-07,100,4,"[90,100]",50,astrid,0.565217
500K,1e-07,100,4,"[90,100]",50,mpest,0.478261
500K,1e-07,100,4,"[90,100]",50,caml,0.608696
500K,1e-07,100,4,"[90,100]",50,svdquartets,0.565217
500K,1e-07,100,5,"[90,100]",1000,astral,0.869565
500K,1e-07,100,5,"[90,100]",1000,astrid,0.826087
500K,1e-07,100,5,"[90,100]",1000,mpest,0.869565
500K,1e-07,100,5,"[90,100]",1000,caml,0.173913
500K,1e-07,100,5,"[90,100]",1000,svdquartets,0.26087
500K,1e-07,100,5,"[90,100]",750,astral,0.869565
500K,1e-07,100,5,"[90,100]",750,astrid,0.73913
500K,1e-07,100,5,"[90,100]",750,mpest,0.826087
500K,1e-07,100,5,"[90,100]",750,caml,0.173913
500K,1e-07,100,5,"[90,100]",750,svdquartets,0.217391
500K,1e-07,100,5,"[90,100]",500,astral,0.73913
500K,1e-07,100,5,"[90,100]",500,astrid,0.608696
500K,1e-07,100,5,"[90,100]",500,mpest,0.73913
500K,1e-07,100,5,"[90,100]",500,caml,0.173913
500K,1e-07,100,5,"[90,100]",500,svdquartets,0.26087
500K,1e-07,100,5,"[90,100]",250,astral,0.565217
500K,1e-07,100,5,"[90,100]",250,astrid,0.434783
500K,1e-07,100,5,"[90,100]",250,mpest,0.391304
500K,1e-07,100,5,"[90,100]",250,caml,0.26087
500K,1e-07,100,5,"[90,100]",250,svdquartets,0.347826
500K,1e-07,100,5,"[90,100]",100,astral,0.26087
500K,1e-07,100,5,"[90,100]",100,astrid,0.478261
500K,1e-07,100,5,"[90,100]",100,mpest,0.565217
500K,1e-07,100,5,"[90,100]",100,caml,0.565217
500K,1e-07,100,5,"[90,100]",100,svdquartets,0.478261
500K,1e-07,100,5,"[90,100]",50,astral,0.565217
500K,1e-07,100,5,"[90,100]",50,astrid,0.521739
500K,1e-07,100,5,"[90,100]",50,mpest,0.608696
500K,1e-07,100,5,"[90,100]",50,caml,0.608696
500K,1e-07,100,5,"[90,100]",50,svdquartets,0.608696
500K,1e-07,100,6,"[50,80)",1000,astral,0.217391
500K,1e-07,100,6,"[50,80)",1000,astrid,0.173913
500K,1e-07,100,6,"[50,80)",1000,mpest,0.217391
500K,1e-07,100,6,"[50,80)",1000,caml,0.26087
500K,1e-07,100,6,"[50,80)",1000,svdquartets,0.347826
500K,1e-07,100,6,"[50,80)",750,astral,0.217391
500K,1e-07,100,6,"[50,80)",750,astrid,0.26087
500K,1e-07,100,6,"[50,80)",750,mpest,0.304348
500K,1e-07,100,6,"[50,80)",750,caml,0.26087
500K,1e-07,100,6,"[50,80)",750,svdquartets,0.304348
500K,1e-07,100,6,"[50,80)",500,astral,0.304348
500K,1e-07,100,6,"[50,80)",500,astrid,0.26087
500K,1e-07,100,6,"[50,80)",500,mpest,0.26087
500K,1e-07,100,6,"[50,80)",500,caml,0.304348
500K,1e-07,100,6,"[50,80)",500,svdquartets,0.347826
500K,1e-07,100,6,"[50,80)",250,astral,0.304348
500K,1e-07,100,6,"[50,80)",250,astrid,0.26087
500K,1e-07,100,6,"[50,80)",250,mpest,0.217391
500K,1e-07,100,6,"[50,80)",250,caml,0.304348
500K,1e-07,100,6,"[50,80)",250,svdquartets,0.391304
500K,1e-07,100,6,"[50,80)",100,astral,0.391304
500K,1e-07,100,6,"[50,80)",100,astrid,0.434783
500K,1e-07,100,6,"[50,80)",100,mpest,0.434783
500K,1e-07,100,6,"[50,80)",100,caml,0.478261
500K,1e-07,100,6,"[50,80)",100,svdquartets,0.391304
500K,1e-07,100,6,"[50,80)",50,astral,0.478261
500K,1e-07,100,6,"[50,80)",50,astrid,0.434783
500K,1e-07,100,6,"[50,80)",50,mpest,0.565217
500K,1e-07,100,6,"[50,80)",50,caml,0.521739
500K,1e-07,100,6,"[50,80)",50,svdquartets,0.434783
500K,1e-07,100,7,"[50,80)",1000,astral,0.043478
500K,1e-07,100,7,"[50,80)",1000,astrid,0.043478
500K,1e-07,100,7,"[50,80)",1000,mpest,0.0
500K,1e-07,100,7,"[50,80)",1000,caml,0.0
500K,1e-07,100,7,"[50,80)",1000,svdquartets,0.086957
500K,1e-07,100,7,"[50,80)",750,astral,0.086957
500K,1e-07,100,7,"[50,80)",750,astrid,0.043478
500K,1e-07,100,7,"[50,80)",750,mpest,0.0
500K,1e-07,100,7,"[50,80)",750,caml,0.0
500K,1e-07,100,7,"[50,80)",750,svdquartets,0.086957
500K,1e-07,100,7,"[50,80)",500,astral,0.043478
500K,1e-07,100,7,"[50,80)",500,astrid,0.043478
500K,1e-07,100,7,"[50,80)",500,mpest,0.0
500K,1e-07,100,7,"[50,80)",500,caml,0.0
500K,1e-07,100,7,"[50,80)",500,svdquartets,0.086957
500K,1e-07,100,7,"[50,80)",250,astral,0.043478
500K,1e-07,100,7,"[50,80)",250,astrid,0.043478
500K,1e-07,100,7,"[50,80)",250,mpest,0.086957
500K,1e-07,100,7,"[50,80)",250,caml,0.043478
500K,1e-07,100,7,"[50,80)",250,svdquartets,0.086957
500K,1e-07,100,7,"[50,80)",100,astral,0.043478
500K,1e-07,100,7,"[50,80)",100,astrid,0.086957
500K,1e-07,100,7,"[50,80)",100,mpest,0.130435
500K,1e-07,100,7,"[50,80)",100,caml,0.086957
500K,1e-07,100,7,"[50,80)",100,svdquartets,0.217391
500K,1e-07,100,7,"[50,80)",50,astral,0.173913
500K,1e-07,100,7,"[50,80)",50,astrid,0.043478
500K,1e-07,100,7,"[50,80)",50,mpest,0.304348
500K,1e-07,100,7,"[50,80)",50,caml,0.391304
500K,1e-07,100,7,"[50,80)",50,svdquartets,0.26087
500K,1e-07,100,8,"[80,85)",1000,astral,0.217391
500K,1e-07,100,8,"[80,85)",1000,astrid,0.217391
500K,1e-07,100,8,"[80,85)",1000,mpest,0.304348
500K,1e-07,100,8,"[80,85)",1000,caml,0.26087
500K,1e-07,100,8,"[80,85)",1000,svdquartets,0.217391
500K,1e-07,100,8,"[80,85)",750,astral,0.217391
500K,1e-07,100,8,"[80,85)",750,astrid,0.26087
500K,1e-07,100,8,"[80,85)",750,mpest,0.304348
500K,1e-07,100,8,"[80,85)",750,caml,0.26087
500K,1e-07,100,8,"[80,85)",750,svdquartets,0.217391
500K,1e-07,100,8,"[80,85)",500,astral,0.217391
500K,1e-07,100,8,"[80,85)",500,astrid,0.304348
500K,1e-07,100,8,"[80,85)",500,mpest,0.26087
500K,1e-07,100,8,"[80,85)",500,caml,0.26087
500K,1e-07,100,8,"[80,85)",500,svdquartets,0.26087
500K,1e-07,100,8,"[80,85)",250,astral,0.26087
500K,1e-07,100,8,"[80,85)",250,astrid,0.304348
500K,1e-07,100,8,"[80,85)",250,mpest,0.304348
500K,1e-07,100,8,"[80,85)",250,caml,0.304348
500K,1e-07,100,8,"[80,85)",250,svdquartets,0.217391
500K,1e-07,100,8,"[80,85)",100,astral,0.347826
500K,1e-07,100,8,"[80,85)",100,astrid,0.391304
500K,1e-07,100,8,"[80,85)",100,mpest,0.347826
500K,1e-07,100,8,"[80,85)",100,caml,0.434783
500K,1e-07,100,8,"[80,85)",100,svdquartets,0.347826
500K,1e-07,100,8,"[80,85)",50,astral,0.521739
500K,1e-07,100,8,"[80,85)",50,astrid,0.521739
500K,1e-07,100,8,"[80,85)",50,mpest,0.521739
500K,1e-07,100,8,"[80,85)",50,caml,0.478261
500K,1e-07,100,8,"[80,85)",50,svdquartets,0.608696
500K,1e-07,100,9,"[80,85)",1000,astral,0.391304
500K,1e-07,100,9,"[80,85)",1000,astrid,0.391304
500K,1e-07,100,9,"[80,85)",1000,mpest,0.434783
500K,1e-07,100,9,"[80,85)",1000,caml,0.173913
500K,1e-07,100,9,"[80,85)",1000,svdquartets,0.26087
500K,1e-07,100,9,"[80,85)",750,astral,0.391304
500K,1e-07,100,9,"[80,85)",750,astrid,0.391304
500K,1e-07,100,9,"[80,85)",750,mpest,0.434783
500K,1e-07,100,9,"[80,85)",750,caml,0.173913
500K,1e-07,100,9,"[80,85)",750,svdquartets,0.26087
500K,1e-07,100,9,"[80,85)",500,astral,0.434783
500K,1e-07,100,9,"[80,85)",500,astrid,0.391304
500K,1e-07,100,9,"[80,85)",500,mpest,0.391304
500K,1e-07,100,9,"[80,85)",500,caml,0.347826
500K,1e-07,100,9,"[80,85)",500,svdquartets,0.26087
500K,1e-07,100,9,"[80,85)",250,astral,0.391304
500K,1e-07,100,9,"[80,85)",250,astrid,0.391304
500K,1e-07,100,9,"[80,85)",250,mpest,0.347826
500K,1e-07,100,9,"[80,85)",250,caml,0.391304
500K,1e-07,100,9,"[80,85)",250,svdquartets,0.347826
500K,1e-07,100,9,"[80,85)",100,astral,0.347826
500K,1e-07,100,9,"[80,85)",100,astrid,0.478261
500K,1e-07,100,9,"[80,85)",100,mpest,0.478261
500K,1e-07,100,9,"[80,85)",100,caml,0.391304
500K,1e-07,100,9,"[80,85)",100,svdquartets,0.434783
500K,1e-07,100,9,"[80,85)",50,astral,0.434783
500K,1e-07,100,9,"[80,85)",50,astrid,0.521739
500K,1e-07,100,9,"[80,85)",50,mpest,0.478261
500K,1e-07,100,9,"[80,85)",50,caml,0.434783
500K,1e-07,100,9,"[80,85)",50,svdquartets,0.434783
500K,1e-07,100,10,"[50,80)",1000,astral,0.086957
500K,1e-07,100,10,"[50,80)",1000,astrid,0.043478
500K,1e-07,100,10,"[50,80)",1000,mpest,0.173913
500K,1e-07,100,10,"[50,80)",1000,caml,0.043478
500K,1e-07,100,10,"[50,80)",1000,svdquartets,0.130435
500K,1e-07,100,10,"[50,80)",750,astral,0.130435
500K,1e-07,100,10,"[50,80)",750,astrid,0.086957
500K,1e-07,100,10,"[50,80)",750,mpest,0.173913
500K,1e-07,100,10,"[50,80)",750,caml,0.043478
500K,1e-07,100,10,"[50,80)",750,svdquartets,0.173913
500K,1e-07,100,10,"[50,80)",500,astral,0.130435
500K,1e-07,100,10,"[50,80)",500,astrid,0.130435
500K,1e-07,100,10,"[50,80)",500,mpest,0.130435
500K,1e-07,100,10,"[50,80)",500,caml,0.217391
500K,1e-07,100,10,"[50,80)",500,svdquartets,0.130435
500K,1e-07,100,10,"[50,80)",250,astral,0.173913
500K,1e-07,100,10,"[50,80)",250,astrid,0.130435
500K,1e-07,100,10,"[50,80)",250,mpest,0.130435
500K,1e-07,100,10,"[50,80)",250,caml,0.217391
500K,1e-07,100,10,"[50,80)",250,svdquartets,0.173913
500K,1e-07,100,10,"[50,80)",100,astral,0.173913
500K,1e-07,100,10,"[50,80)",100,astrid,0.130435
500K,1e-07,100,10,"[50,80)",100,mpest,0.130435
500K,1e-07,100,10,"[50,80)",100,caml,0.173913
500K,1e-07,100,10,"[50,80)",100,svdquartets,0.304348
500K,1e-07,100,10,"[50,80)",50,astral,0.347826
500K,1e-07,100,10,"[50,80)",50,astrid,0.347826
500K,1e-07,100,10,"[50,80)",50,mpest,0.391304
500K,1e-07,100,10,"[50,80)",50,caml,0.391304
500K,1e-07,100,10,"[50,80)",50,svdquartets,0.347826
500K,1e-07,100,11,"[50,80)",1000,astral,0.217391
500K,1e-07,100,11,"[50,80)",1000,astrid,0.217391
500K,1e-07,100,11,"[50,80)",1000,mpest,0.26087
500K,1e-07,100,11,"[50,80)",1000,caml,0.217391
500K,1e-07,100,11,"[50,80)",1000,svdquartets,0.173913
500K,1e-07,100,11,"[50,80)",750,astral,0.173913
500K,1e-07,100,11,"[50,80)",750,astrid,0.130435
500K,1e-07,100,11,"[50,80)",750,mpest,0.26087
500K,1e-07,100,11,"[50,80)",750,caml,0.173913
500K,1e-07,100,11,"[50,80)",750,svdquartets,0.173913
500K,1e-07,100,11,"[50,80)",500,astral,0.130435
500K,1e-07,100,11,"[50,80)",500,astrid,0.173913
500K,1e-07,100,11,"[50,80)",500,mpest,0.391304
500K,1e-07,100,11,"[50,80)",500,caml,0.130435
500K,1e-07,100,11,"[50,80)",500,svdquartets,0.347826
500K,1e-07,100,11,"[50,80)",250,astral,0.217391
500K,1e-07,100,11,"[50,80)",250,astrid,0.304348
500K,1e-07,100,11,"[50,80)",250,mpest,0.347826
500K,1e-07,100,11,"[50,80)",250,caml,0.391304
500K,1e-07,100,11,"[50,80)",250,svdquartets,0.304348
500K,1e-07,100,11,"[50,80)",100,astral,0.26087
500K,1e-07,100,11,"[50,80)",100,astrid,0.26087
500K,1e-07,100,11,"[50,80)",100,mpest,0.434783
500K,1e-07,100,11,"[50,80)",100,caml,0.391304
500K,1e-07,100,11,"[50,80)",100,svdquartets,0.26087
500K,1e-07,100,11,"[50,80)",50,astral,0.304348
500K,1e-07,100,11,"[50,80)",50,astrid,0.391304
500K,1e-07,100,11,"[50,80)",50,mpest,0.521739
500K,1e-07,100,11,"[50,80)",50,caml,0.434783
500K,1e-07,100,11,"[50,80)",50,svdquartets,0.434783
500K,1e-07,100,12,"[85,90)",1000,astral,1.0
500K,1e-07,100,12,"[85,90)",1000,astrid,0.826087
500K,1e-07,100,12,"[85,90)",1000,mpest,0.869565
500K,1e-07,100,12,"[85,90)",1000,caml,0.217391
500K,1e-07,100,12,"[85,90)",1000,svdquartets,0.26087
500K,1e-07,100,12,"[85,90)",750,astral,0.391304
500K,1e-07,100,12,"[85,90)",750,astrid,0.347826
500K,1e-07,100,12,"[85,90)",750,mpest,0.565217
500K,1e-07,100,12,"[85,90)",750,caml,0.26087
500K,1e-07,100,12,"[85,90)",750,svdquartets,0.26087
500K,1e-07,100,12,"[85,90)",500,astral,0.173913
500K,1e-07,100,12,"[85,90)",500,astrid,0.217391
500K,1e-07,100,12,"[85,90)",500,mpest,0.304348
500K,1e-07,100,12,"[85,90)",500,caml,0.26087
500K,1e-07,100,12,"[85,90)",500,svdquartets,0.26087
500K,1e-07,100,12,"[85,90)",250,astral,0.173913
500K,1e-07,100,12,"[85,90)",250,astrid,0.173913
500K,1e-07,100,12,"[85,90)",250,mpest,0.217391
500K,1e-07,100,12,"[85,90)",250,caml,0.304348
500K,1e-07,100,12,"[85,90)",250,svdquartets,0.391304
